cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
73, 0, 0, 1, 0, 0.0975249, 496, 6.79452, 0.13, 25
74, 8, 8, 1, 0, 0.0975249, 504, 6.81081, 0.12, 25
75, 8, 8, 0, 0, 0.0975249, 512, 6.82667, 0.12, 24
76, 3, 3, 1, 0, 0.0975249, 515, 6.77632, 0.13, 25
77, 8, 8, 0, 0, 0.0975249, 523, 6.79221, 0.12, 26
78, 3, 3, 1, 0, 0.0975249, 526, 6.74359, 0.12, 25
79, 8, 8, 0, 0, 0.0975249, 534, 6.75949, 0.12, 24
80, 4, 4, 1, 0, 0.0975249, 538, 6.725, 0.12, 25
81, 8, 8, 1, 0, 0.0975249, 546, 6.74074, 0.13, 24
82, 8, 8, 1, 0, 0.0975249, 554, 6.7561, 0.12, 26
83, 8, 8, 1, 0, 0.0975249, 562, 6.77108, 0.12, 24
84, 8, 8, 1, 0, 0.0975249, 570, 6.78571, 0.13, 26
85, 8, 8, 1, 0, 0.0975249, 578, 6.8, 0.12, 26
86, 8, 8, 1, 0, 0.0975249, 586, 6.81395, 0.12, 26
87, 8, 8, 1, 0, 0.0975249, 594, 6.82759, 0.12, 25
88, 8, 8, 1, 0, 0.0975249, 602, 6.84091, 0.12, 25
89, 8, 8, 0, 0, 0.0975249, 610, 6.85393, 0.13, 25
90, 3, 3, 1, 0, 0.0975249, 613, 6.81111, 0.12, 24
91, 8, 8, 1, 0, 0.0975249, 621, 6.82418, 0.12, 24
92, 8, 8, 1, 0, 0.0975249, 629, 6.83696, 0.13, 25
93, 8, 8, 1, 0, 0.0975249, 637, 6.84946, 0.12, 25
94, 8, 8, 1, 0, 0.0975249, 645, 6.8617, 0.12, 24
95, 8, 8, 1, 0, 0.0975249, 653, 6.87368, 0.12, 25
96, 8, 8, 1, 0, 0.0975249, 661, 6.88542, 0.13, 25
97, 8, 8, 1, 0, 0.0975249, 669, 6.89691, 0.12, 24
98, 8, 8, 1, 0, 0.0975249, 677, 6.90816, 0.12, 25
99, 8, 8, 1, 0, 0.0975249, 685, 6.91919, 0.13, 24
100, 8, 8, 1, 0, 0.0975249, 693, 6.93, 0.12, 25
101, 8, 8, 1, 0, 0.0975249, 701, 6.94059, 0.12, 26
