cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
55, 157, 157, 1, 0, 0.0975249, 7868, 143.055, 0.16, 27
56, 157, 157, 1, 0, 0.0975249, 8025, 143.304, 0.17, 27
57, 157, 157, 1, 0, 0.0975249, 8182, 143.544, 0.16, 28
58, 157, 157, 1, 0, 0.0975249, 8339, 143.776, 0.16, 27
59, 157, 157, 1, 0, 0.0975249, 8496, 144, 0.16, 25
60, 157, 157, 1, 0, 0.0975249, 8653, 144.217, 0.16, 26
61, 157, 157, 1, 0, 0.0975249, 8810, 144.426, 0.16, 28
62, 157, 157, 0, 0, 0.0975249, 8967, 144.629, 0.16, 26
63, 61, 61, 1, 0, 0.0975249, 9028, 143.302, 0.16, 27
64, 152, 152, 1, 0, 0.0975249, 9180, 143.438, 0.16, 30
65, 157, 157, 1, 0, 0.0975249, 9337, 143.646, 0.16, 27
66, 157, 157, 1, 0, 0.0975249, 9494, 143.848, 0.16, 26
67, 157, 157, 1, 0, 0.0975249, 9651, 144.045, 0.16, 27
68, 157, 157, 1, 0, 0.0975249, 9808, 144.235, 0.16, 28
69, 157, 157, 1, 0, 0.0975249, 9965, 144.42, 0.17, 26
70, 157, 157, 1, 0, 0.0975249, 10122, 144.6, 0.16, 25
71, 157, 157, 1, 0, 0.0975249, 10279, 144.775, 0.16, 28
72, 157, 157, 1, 0, 0.0975249, 10436, 144.944, 0.16, 27
73, 157, 157, 1, 0, 0.0975249, 10593, 145.11, 0.17, 26
74, 157, 157, 1, 0, 0.0975249, 10750, 145.27, 0.16, 25
75, 157, 157, 1, 0, 0.0975249, 10907, 145.427, 0.16, 26
76, 157, 157, 1, 0, 0.0975249, 11064, 145.579, 0.16, 26
77, 157, 157, 1, 0, 0.0975249, 11221, 145.727, 0.16, 26
78, 157, 157, 1, 0, 0.0975249, 11378, 145.872, 0.16, 27
79, 157, 157, 1, 0, 0.0975249, 11535, 146.013, 0.16, 27
80, 158, 158, 1, 0, 0.0975249, 11693, 146.162, 0.17, 27
81, 158, 158, 1, 0, 0.0975249, 11851, 146.309, 0.16, 26
82, 157, 157, 1, 0, 0.0975249, 12008, 146.439, 0.16, 26
83, 157, 157, 1, 0, 0.0975249, 12165, 146.566, 0.16, 26
84, 158, 158, 1, 0, 0.0975249, 12323, 146.702, 0.16, 28
85, 157, 157, 1, 0, 0.0975249, 12480, 146.824, 0.16, 26
86, 158, 158, 1, 0, 0.0975249, 12638, 146.953, 0.16, 26
87, 158, 158, 1, 0, 0.0975249, 12796, 147.08, 0.16, 26
88, 158, 158, 1, 0, 0.0975249, 12954, 147.205, 0.16, 27
89, 157, 157, 1, 0, 0.0975249, 13111, 147.315, 0.16, 27
90, 158, 158, 1, 0, 0.0975249, 13269, 147.433, 0.16, 27
91, 157, 157, 1, 0, 0.0975249, 13426, 147.538, 0.16, 25
92, 158, 158, 1, 0, 0.0975249, 13584, 147.652, 0.16, 26
93, 157, 157, 0, 0, 0.0975249, 13741, 147.753, 0.17, 27
94, 61, 61, 1, 0, 0.0975249, 13802, 146.83, 0.16, 28
95, 152, 152, 1, 0, 0.0975249, 13954, 146.884, 0.16, 29
96, 157, 157, 1, 0, 0.0975249, 14111, 146.99, 0.16, 27
97, 157, 157, 0, 0, 0.0975249, 14268, 147.093, 0.16, 26
98, 61, 61, 1, 0, 0.0975249, 14329, 146.214, 0.16, 28
99, 152, 152, 1, 0, 0.0975249, 14481, 146.273, 0.16, 27
100, 157, 157, 1, 0, 0.0975249, 14638, 146.38, 0.16, 28
101, 157, 157, 1, 0, 0.0975249, 14795, 146.485, 0.16, 26
