cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
61, 80, 80, 1, 0, 0.0975249, 4677, 76.6721, 0.12, 24
62, 80, 80, 1, 0, 0.0975249, 4757, 76.7258, 0.12, 24
63, 80, 80, 1, 0, 0.0975249, 4837, 76.7778, 0.13, 25
64, 80, 80, 1, 0, 0.0975249, 4917, 76.8281, 0.12, 24
65, 80, 80, 1, 0, 0.0975249, 4997, 76.8769, 0.13, 24
66, 80, 80, 1, 0, 0.0975249, 5077, 76.9242, 0.12, 24
67, 80, 80, 1, 0, 0.0975249, 5157, 76.9701, 0.12, 24
68, 80, 80, 1, 0, 0.0975249, 5237, 77.0147, 0.12, 25
69, 80, 80, 1, 0, 0.0975249, 5317, 77.058, 0.13, 24
70, 80, 80, 1, 0, 0.0975249, 5397, 77.1, 0.12, 24
71, 80, 80, 1, 0, 0.0975249, 5477, 77.1408, 0.13, 26
72, 80, 80, 1, 0, 0.0975249, 5557, 77.1806, 0.12, 26
73, 80, 80, 1, 0, 0.0975249, 5637, 77.2192, 0.12, 24
74, 80, 80, 1, 0, 0.0975249, 5717, 77.2568, 0.12, 26
75, 80, 80, 1, 0, 0.0975249, 5797, 77.2933, 0.13, 25
76, 80, 80, 1, 0, 0.0975249, 5877, 77.3289, 0.12, 24
77, 80, 80, 1, 0, 0.0975249, 5957, 77.3636, 0.13, 25
78, 80, 80, 1, 0, 0.0975249, 6037, 77.3974, 0.12, 25
79, 80, 80, 1, 0, 0.0975249, 6117, 77.4304, 0.12, 24
80, 80, 80, 1, 0, 0.0975249, 6197, 77.4625, 0.12, 24
81, 80, 80, 1, 0, 0.0975249, 6277, 77.4938, 0.13, 26
82, 80, 80, 1, 0, 0.0975249, 6357, 77.5244, 0.12, 24
83, 80, 80, 1, 0, 0.0975249, 6437, 77.5542, 0.13, 25
84, 80, 80, 1, 0, 0.0975249, 6517, 77.5833, 0.12, 27
85, 80, 80, 1, 0, 0.0975249, 6597, 77.6118, 0.12, 24
86, 80, 80, 1, 0, 0.0975249, 6677, 77.6395, 0.12, 25
87, 80, 80, 1, 0, 0.0975249, 6757, 77.6667, 0.13, 24
88, 80, 80, 1, 0, 0.0975249, 6837, 77.6932, 0.12, 25
89, 80, 80, 1, 0, 0.0975249, 6917, 77.7191, 0.12, 25
90, 80, 80, 1, 0, 0.0975249, 6997, 77.7444, 0.13, 25
91, 80, 80, 1, 0, 0.0975249, 7077, 77.7692, 0.12, 25
92, 80, 80, 1, 0, 0.0975249, 7157, 77.7935, 0.12, 25
93, 80, 80, 1, 0, 0.0975249, 7237, 77.8172, 0.13, 24
94, 80, 80, 1, 0, 0.0975249, 7317, 77.8404, 0.12, 24
95, 80, 80, 1, 0, 0.0975249, 7397, 77.8632, 0.12, 26
96, 80, 80, 1, 0, 0.0975249, 7477, 77.8854, 0.13, 25
97, 80, 80, 1, 0, 0.0975249, 7557, 77.9072, 0.12, 24
98, 80, 80, 1, 0, 0.0975249, 7637, 77.9286, 0.13, 27
99, 80, 80, 1, 0, 0.0975249, 7717, 77.9495, 0.12, 26
100, 80, 80, 1, 0, 0.0975249, 7797, 77.97, 0.12, 24
101, 80, 80, 1, 0, 0.0975249, 7877, 77.9901, 0.13, 24
