cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
51, 1, 1, 1, 0, 0.0975249, 49, 0.960784, 0.05, 18
52, 1, 1, 1, 0, 0.0975249, 50, 0.961538, 0.05, 18
53, 1, 1, 1, 0, 0.0975249, 51, 0.962264, 0.05, 18
54, 1, 1, 1, 0, 0.0975249, 52, 0.962963, 0.05, 17
55, 1, 1, 1, 0, 0.0975249, 53, 0.963636, 0.05, 18
56, 1, 1, 1, 0, 0.0975249, 54, 0.964286, 0.05, 17
57, 1, 1, 1, 0, 0.0975249, 55, 0.964912, 0.05, 17
58, 1, 1, 1, 0, 0.0975249, 56, 0.965517, 0.05, 18
59, 1, 1, 1, 0, 0.0975249, 57, 0.966102, 0.04, 17
60, 1, 1, 1, 0, 0.0975249, 58, 0.966667, 0.05, 18
61, 1, 1, 1, 0, 0.0975249, 59, 0.967213, 0.05, 17
62, 1, 1, 1, 0, 0.0975249, 60, 0.967742, 0.05, 17
63, 1, 1, 1, 0, 0.0975249, 61, 0.968254, 0.05, 18
64, 1, 1, 1, 0, 0.0975249, 62, 0.96875, 0.06, 17
65, 1, 1, 1, 0, 0.0975249, 63, 0.969231, 0.04, 17
66, 1, 1, 1, 0, 0.0975249, 64, 0.969697, 0.06, 17
67, 1, 1, 1, 0, 0.0975249, 65, 0.970149, 0.04, 18
68, 1, 1, 1, 0, 0.0975249, 66, 0.970588, 0.05, 21
69, 1, 1, 1, 0, 0.0975249, 67, 0.971014, 0.05, 20
70, 1, 1, 1, 0, 0.0975249, 68, 0.971429, 0.05, 17
71, 1, 1, 1, 0, 0.0975249, 69, 0.971831, 0.05, 17
72, 1, 1, 1, 0, 0.0975249, 70, 0.972222, 0.05, 17
73, 1, 1, 1, 0, 0.0975249, 71, 0.972603, 0.05, 17
74, 1, 1, 1, 0, 0.0975249, 72, 0.972973, 0.05, 19
75, 1, 1, 1, 0, 0.0975249, 73, 0.973333, 0.06, 17
76, 1, 1, 1, 0, 0.0975249, 74, 0.973684, 0.04, 18
77, 1, 1, 1, 0, 0.0975249, 75, 0.974026, 0.06, 17
78, 1, 1, 1, 0, 0.0975249, 76, 0.974359, 0.04, 17
79, 1, 1, 1, 0, 0.0975249, 77, 0.974684, 0.06, 17
80, 1, 1, 1, 0, 0.0975249, 78, 0.975, 0.04, 17
81, 1, 1, 1, 0, 0.0975249, 79, 0.975309, 0.06, 19
82, 1, 1, 1, 0, 0.0975249, 80, 0.97561, 0.04, 17
83, 1, 1, 1, 0, 0.0975249, 81, 0.975904, 0.05, 21
84, 1, 1, 1, 0, 0.0975249, 82, 0.97619, 0.05, 18
85, 1, 1, 1, 0, 0.0975249, 83, 0.976471, 0.05, 17
86, 1, 1, 1, 0, 0.0975249, 84, 0.976744, 0.05, 17
87, 1, 1, 1, 0, 0.0975249, 85, 0.977011, 0.05, 18
88, 1, 1, 1, 0, 0.0975249, 86, 0.977273, 0.05, 21
89, 1, 1, 1, 0, 0.0975249, 87, 0.977528, 0.05, 18
90, 1, 1, 1, 0, 0.0975249, 88, 0.977778, 0.05, 18
91, 1, 1, 1, 0, 0.0975249, 89, 0.978022, 0.05, 18
92, 1, 1, 1, 0, 0.0975249, 90, 0.978261, 0.05, 19
93, 1, 1, 1, 0, 0.0975249, 91, 0.978495, 0.05, 19
94, 1, 1, 1, 0, 0.0975249, 92, 0.978723, 0.05, 17
95, 1, 1, 1, 0, 0.0975249, 93, 0.978947, 0.05, 17
96, 1, 1, 1, 0, 0.0975249, 94, 0.979167, 0.05, 17
97, 1, 1, 1, 0, 0.0975249, 95, 0.979381, 0.05, 17
98, 1, 1, 1, 0, 0.0975249, 96, 0.979592, 0.05, 21
99, 1, 1, 1, 0, 0.0975249, 97, 0.979798, 0.05, 17
100, 1, 1, 1, 0, 0.0975249, 98, 0.98, 0.05, 18
101, 1, 1, 1, 0, 0.0975249, 99, 0.980198, 0.05, 17
