cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
28, 17, 17, 1, 0, 0.0975249, 438, 15.6429, 0.12, 26
29, 17, 17, 1, 0, 0.0975249, 455, 15.6897, 0.12, 26
30, 17, 17, 1, 0, 0.0975249, 472, 15.7333, 0.13, 26
31, 17, 17, 1, 0, 0.0975249, 489, 15.7742, 0.12, 26
32, 17, 17, 1, 0, 0.0975249, 506, 15.8125, 0.12, 26
33, 17, 17, 1, 0, 0.0975249, 523, 15.8485, 0.12, 26
34, 17, 17, 1, 0, 0.0975249, 540, 15.8824, 0.12, 26
35, 17, 17, 1, 0, 0.0975249, 557, 15.9143, 0.13, 26
36, 17, 17, 1, 0, 0.0975249, 574, 15.9444, 0.12, 27
37, 17, 17, 1, 0, 0.0975249, 591, 15.973, 0.12, 27
38, 17, 17, 1, 0, 0.0975249, 608, 16, 0.12, 26
39, 17, 17, 0, 0, 0.0975249, 625, 16.0256, 0.13, 26
40, 8, 8, 1, 0, 0.0975249, 633, 15.825, 0.12, 26
41, 17, 17, 1, 0, 0.0975249, 650, 15.8537, 0.12, 26
42, 17, 17, 1, 0, 0.0975249, 667, 15.881, 0.12, 27
43, 17, 17, 1, 0, 0.0975249, 684, 15.907, 0.12, 27
44, 17, 17, 1, 0, 0.0975249, 701, 15.9318, 0.13, 26
45, 17, 17, 1, 0, 0.0975249, 718, 15.9556, 0.12, 26
46, 17, 17, 1, 0, 0.0975249, 735, 15.9783, 0.12, 26
47, 17, 17, 1, 0, 0.0975249, 752, 16, 0.12, 26
48, 17, 17, 1, 0, 0.0975249, 769, 16.0208, 0.13, 26
49, 17, 17, 1, 0, 0.0975249, 786, 16.0408, 0.12, 26
50, 17, 17, 1, 0, 0.0975249, 803, 16.06, 0.12, 26
51, 17, 17, 1, 0, 0.0975249, 820, 16.0784, 0.12, 26
52, 17, 17, 1, 0, 0.0975249, 837, 16.0962, 0.12, 26
53, 17, 17, 1, 0, 0.0975249, 854, 16.1132, 0.13, 26
54, 17, 17, 1, 0, 0.0975249, 871, 16.1296, 0.12, 26
55, 17, 17, 1, 0, 0.0975249, 888, 16.1455, 0.12, 26
56, 17, 17, 1, 0, 0.0975249, 905, 16.1607, 0.13, 26
57, 17, 17, 1, 0, 0.0975249, 922, 16.1754, 0.11, 26
58, 17, 17, 1, 0, 0.0975249, 939, 16.1897, 0.13, 26
59, 17, 17, 1, 0, 0.0975249, 956, 16.2034, 0.12, 27
60, 17, 17, 1, 0, 0.0975249, 973, 16.2167, 0.12, 26
61, 17, 17, 1, 0, 0.0975249, 990, 16.2295, 0.12, 26
62, 17, 17, 1, 0, 0.0975249, 1007, 16.2419, 0.12, 26
63, 17, 17, 1, 0, 0.0975249, 1024, 16.254, 0.13, 26
64, 17, 17, 0, 0, 0.0975249, 1041, 16.2656, 0.12, 26
65, 8, 8, 1, 0, 0.0975249, 1049, 16.1385, 0.12, 26
66, 17, 17, 1, 0, 0.0975249, 1066, 16.1515, 0.13, 27
67, 17, 17, 1, 0, 0.0975249, 1083, 16.1642, 0.12, 26
68, 17, 17, 1, 0, 0.0975249, 1100, 16.1765, 0.12, 26
69, 17, 17, 1, 0, 0.0975249, 1117, 16.1884, 0.12, 26
70, 17, 17, 0, 0, 0.0975249, 1134, 16.2, 0.12, 26
71, 8, 8, 1, 0, 0.0975249, 1142, 16.0845, 0.13, 26
72, 17, 17, 1, 0, 0.0975249, 1159, 16.0972, 0.12, 26
73, 17, 17, 1, 0, 0.0975249, 1176, 16.1096, 0.12, 26
74, 17, 17, 1, 0, 0.0975249, 1193, 16.1216, 0.12, 26
75, 17, 17, 1, 0, 0.0975249, 1210, 16.1333, 0.13, 26
76, 17, 17, 1, 0, 0.0975249, 1227, 16.1447, 0.12, 27
77, 17, 17, 1, 0, 0.0975249, 1244, 16.1558, 0.12, 27
78, 17, 17, 1, 0, 0.0975249, 1261, 16.1667, 0.12, 26
79, 17, 17, 1, 0, 0.0975249, 1278, 16.1772, 0.12, 26
80, 17, 17, 1, 0, 0.0975249, 1295, 16.1875, 0.13, 26
81, 17, 17, 1, 0, 0.0975249, 1312, 16.1975, 0.12, 26
82, 17, 17, 1, 0, 0.0975249, 1329, 16.2073, 0.12, 27
83, 17, 17, 1, 0, 0.0975249, 1346, 16.2169, 0.13, 26
84, 17, 17, 1, 0, 0.0975249, 1363, 16.2262, 0.12, 26
85, 17, 17, 1, 0, 0.0975249, 1380, 16.2353, 0.12, 26
86, 17, 17, 1, 0, 0.0975249, 1397, 16.2442, 0.12, 26
87, 17, 17, 1, 0, 0.0975249, 1414, 16.2529, 0.12, 26
88, 17, 17, 1, 0, 0.0975249, 1431, 16.2614, 0.13, 26
89, 17, 17, 1, 0, 0.0975249, 1448, 16.2697, 0.12, 26
90, 17, 17, 1, 0, 0.0975249, 1465, 16.2778, 0.13, 26
91, 17, 17, 1, 0, 0.0975249, 1482, 16.2857, 0.12, 26
92, 17, 17, 1, 0, 0.0975249, 1499, 16.2935, 0.12, 26
93, 17, 17, 1, 0, 0.0975249, 1516, 16.3011, 0.13, 27
94, 17, 17, 1, 0, 0.0975249, 1533, 16.3085, 0.12, 27
95, 17, 17, 1, 0, 0.0975249, 1550, 16.3158, 0.12, 26
96, 17, 17, 1, 0, 0.0975249, 1567, 16.3229, 0.12, 26
97, 17, 17, 1, 0, 0.0975249, 1584, 16.3299, 0.12, 26
98, 17, 17, 1, 0, 0.0975249, 1601, 16.3367, 0.13, 26
99, 17, 17, 0, 0, 0.0975249, 1618, 16.3434, 0.12, 26
100, 8, 8, 1, 0, 0.0975249, 1626, 16.26, 0.12, 27
101, 17, 17, 1, 0, 0.0975249, 1643, 16.2673, 0.12, 26
