cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
52, 2, 2, 1, 0, 0.0975249, 98, 1.88462, 0.09, 24
53, 2, 2, 1, 0, 0.0975249, 100, 1.88679, 0.08, 24
54, 2, 2, 1, 0, 0.0975249, 102, 1.88889, 0.09, 25
55, 2, 2, 1, 0, 0.0975249, 104, 1.89091, 0.09, 26
56, 2, 2, 1, 0, 0.0975249, 106, 1.89286, 0.08, 25
57, 2, 2, 1, 0, 0.0975249, 108, 1.89474, 0.09, 24
58, 2, 2, 1, 0, 0.0975249, 110, 1.89655, 0.09, 25
59, 2, 2, 1, 0, 0.0975249, 112, 1.89831, 0.08, 25
60, 2, 2, 1, 0, 0.0975249, 114, 1.9, 0.09, 24
61, 2, 2, 1, 0, 0.0975249, 116, 1.90164, 0.09, 24
62, 2, 2, 1, 0, 0.0975249, 118, 1.90323, 0.08, 25
63, 2, 2, 1, 0, 0.0975249, 120, 1.90476, 0.09, 24
64, 2, 2, 1, 0, 0.0975249, 122, 1.90625, 0.09, 25
65, 2, 2, 1, 0, 0.0975249, 124, 1.90769, 0.08, 25
66, 2, 2, 1, 0, 0.0975249, 126, 1.90909, 0.09, 25
67, 2, 2, 1, 0, 0.0975249, 128, 1.91045, 0.09, 25
68, 2, 2, 1, 0, 0.0975249, 130, 1.91176, 0.08, 24
69, 2, 2, 1, 0, 0.0975249, 132, 1.91304, 0.09, 24
70, 2, 2, 1, 0, 0.0975249, 134, 1.91429, 0.09, 25
71, 2, 2, 1, 0, 0.0975249, 136, 1.91549, 0.08, 26
72, 2, 2, 1, 0, 0.0975249, 138, 1.91667, 0.09, 24
73, 2, 2, 1, 0, 0.0975249, 140, 1.91781, 0.09, 24
74, 2, 2, 1, 0, 0.0975249, 142, 1.91892, 0.08, 25
75, 2, 2, 1, 0, 0.0975249, 144, 1.92, 0.09, 25
76, 2, 2, 1, 0, 0.0975249, 146, 1.92105, 0.09, 24
77, 2, 2, 1, 0, 0.0975249, 148, 1.92208, 0.08, 24
78, 2, 2, 1, 0, 0.0975249, 150, 1.92308, 0.09, 25
79, 2, 2, 1, 0, 0.0975249, 152, 1.92405, 0.09, 24
80, 2, 2, 1, 0, 0.0975249, 154, 1.925, 0.09, 24
81, 2, 2, 1, 0, 0.0975249, 156, 1.92593, 0.08, 24
82, 2, 2, 1, 0, 0.0975249, 158, 1.92683, 0.09, 24
83, 2, 2, 1, 0, 0.0975249, 160, 1.92771, 0.09, 25
84, 2, 2, 1, 0, 0.0975249, 162, 1.92857, 0.08, 26
85, 2, 2, 1, 0, 0.0975249, 164, 1.92941, 0.09, 24
86, 2, 2, 1, 0, 0.0975249, 166, 1.93023, 0.09, 25
87, 2, 2, 1, 0, 0.0975249, 168, 1.93103, 0.08, 24
88, 2, 2, 1, 0, 0.0975249, 170, 1.93182, 0.09, 24
89, 2, 2, 1, 0, 0.0975249, 172, 1.93258, 0.09, 25
90, 2, 2, 1, 0, 0.0975249, 174, 1.93333, 0.08, 25
91, 2, 2, 1, 0, 0.0975249, 176, 1.93407, 0.09, 25
92, 2, 2, 1, 0, 0.0975249, 178, 1.93478, 0.09, 25
93, 2, 2, 1, 0, 0.0975249, 180, 1.93548, 0.08, 25
94, 2, 2, 1, 0, 0.0975249, 182, 1.93617, 0.09, 25
95, 2, 2, 1, 0, 0.0975249, 184, 1.93684, 0.09, 25
96, 2, 2, 1, 0, 0.0975249, 186, 1.9375, 0.08, 24
97, 2, 2, 1, 0, 0.0975249, 188, 1.93814, 0.09, 26
98, 2, 2, 1, 0, 0.0975249, 190, 1.93878, 0.09, 24
99, 2, 2, 1, 0, 0.0975249, 192, 1.93939, 0.08, 24
100, 2, 2, 1, 0, 0.0975249, 194, 1.94, 0.09, 25
101, 2, 2, 1, 0, 0.0975249, 196, 1.94059, 0.08, 25
